type,facility_name,zip
COUNTY JAIL,WRIGHT COUNTY JAIL,55313
CORRECTIONAL FACILITY,RAMSEY CO REGIONAL CORRECTIONAL FACILITY,55406
COUNTY JAIL,ADAMS COUNTY JAIL,39121
COUNTY JAIL,ALCORN COUNTY JAIL,38834
COUNTY JAIL,AMITE COUNTY JAIL,39645
COUNTY JAIL,ATTALA COUNTY JAIL,39090
COUNTY JAIL,BENTON COUNTY JAIL,38603
COUNTY JAIL,BOLIVAR COUNTY,38732
COUNTY JAIL,CALHOUN COUNTY JAIL,38951
CORRECTIONAL FACILITY,CARROLL/MONTGOMERY REGION CORRECT CENTER,39176
COUNTY JAIL,CHICKASAW COUNTY,38851
COUNTY JAIL,CHOCTAW COUNTY JAIL,39735
COUNTY JAIL,CLAIBORNE COUNTY JAIL,39150
COUNTY JAIL,CLARKE COUNTY JAIL,39355
COUNTY JAIL,CLAY COUNTY JAIL,39773
COUNTY JAIL,COAHOMA COUNTY JAIL,38614
DETENTION CENTER,COPIAH COUNTY DETENTION CENTER,39083
COUNTY JAIL,COVINGTON COUNTY JAIL,39428
COUNTY JAIL,DESOTO COUNTY JAIL,38632
COUNTY JAIL,FOREST COUNTY JAIL,39401
CORRECTIONAL FACILITY,GEORGE-GREENE CO/REG CORRECTIONAL FACILITY,93452
COUNTY JAIL,GREENE COUNTY JAIL,39451
COUNTY JAIL,HARRISON COUNTY,39503
COUNTY JAIL,HINDS COUNTY,39215
CORRECTIONAL FACILITY,HOLMES-HUMPHREY REGIONAL CORRECTIONAL FAC,39095
COUNTY JAIL,HUMPHREYS COUNTY JAIL,39038
COUNTY JAIL,ISSAQUENA COUNTY,39113
COUNTY JAIL,ITAWAMBA COUNTY JAIL,38843
COUNTY JAIL,JACKSON COUNTY JAIL,39567
COUNTY JAIL,JASPER COUNTY JAIL,39422
COUNTY JAIL,JEFFERSON COUNTY JAIL,39069
CORRECTIONAL FACILITY,JEFFERSON/FRANKLIN CORRECTIONAL FACILITY,39069
COUNTY JAIL,JEFFERSON DAVIS COUNTY JAIL,39474
COUNTY JAIL,JONES COUNTY JAIL,39437
CORRECTIONAL FACILITY,KEMPER-NESHOBA CO/REG CORRECTIONAL FACILITY,39328
COUNTY JAIL,LAFAYETTE COUNTY JAIL,38655
COUNTY JAIL,LAMAR COUNTY JAIL,39475
COUNTY JAIL,LAUDERDALE COUNTY JAIL,39301
COUNTY JAIL,LAWRENCE COUNTY JAIL,39654
CORRECTIONAL FACILITY,LEAKE COUNTY CORRECTIONAL FACILITY,39051
COUNTY JAIL,LEE COUNTY JAIL,38801
COUNTY JAIL,LEFLORE COUNTY JAIL,38930
COUNTY JAIL,LINCOLN COUNTY JAIL,39601
COUNTY JAIL,LOWNDES COUNTY JAIL,39701
COUNTY JAIL,MADISON COUNTY JAIL,39046
CORRECTIONAL FACILITY,MARION-WALTHALL CO/REG CORRECTIONAL FACILITY,39429
COUNTY JAIL,MARSHALL COUNTY JAIL,38634
COUNTY JAIL,MONROE COUNTY JAIL,39730
DETENTION CENTER,NESHOBA COUNTY DETENTION CENTER,39350
COUNTY JAIL,NEWTON COUNTY JAIL,39327
COUNTY JAIL,NOXUBEE COUNTY JAIL,39341
COUNTY JAIL,OKTIBBEHA COUNTY JAIL,39759
COUNTY JAIL,PANOLA COUNTY JAIL,38606
COUNTY JAIL,PEARL RIVER COUNTY JAIL,39470
COUNTY JAIL,PERRY COUNTY JAIL,39462
COUNTY JAIL,PIKE COUNTY JAIL,39652
COUNTY JAIL,PONTOTOC COUNTY JAIL,38863
COUNTY JAIL,PRENTISS COUNTY JAIL,38829
COUNTY JAIL,QUITMAN COUNTY JAIL,38646
COUNTY JAIL,RANKIN COUNTY JAIL,39042
COUNTY JAIL,SCOTT COUNTY JAIL,39074
COUNTY JAIL,SIMPSON COUNTY JAIL,39114
COUNTY JAIL,SMITH COUNTY JAIL,39153
COUNTY JAIL,STONE COUNTY JAIL,39577
COUNTY JAIL,SUNFLOWER COUNTY JAIL,38751
COUNTY JAIL,TALLAHATCHIE COUNTY,38921
COUNTY JAIL,TATE COUNTY JAIL,38668
COUNTY JAIL,TIPPAH COUNTY JAIL,38663
COUNTY JAIL,TISHOMINGO COUNTY JAIL,38852
COUNTY JAIL,TUNICA COUNTY JAIL,38676
COUNTY JAIL,UNION COUNTY JAIL,38652
COUNTY JAIL,WALTHALL COUNTY JAIL,39667
COUNTY JAIL,WARREN COUNTY JAIL,39180
COUNTY JAIL,WASHINGTON COUNTY JAIL,38701
COUNTY JAIL,WAYNE COUNTY JAIL,39367
COUNTY JAIL,WEBSTER COUNTY JAIL,39744
COUNTY JAIL,WILKINSON COUNTY JAIL,39669
CORRECTIONAL FACILITY,WINSTON/CHOCTAW REGIONAL CORRECT FACILITY,39339
COUNTY JAIL,YALOBUSHA COUNTY JAIL,38965
COUNTY JAIL,YAZOO COUNTY JAIL,39194
CITY JAIL,NATCHEZ CITY JAIL,39121
CITY JAIL,CORINTH CITY JAIL,38835
CITY JAIL,COLLINS TOWN JAIL,39428
CITY JAIL,MOSS POINT CITY JAIL,39563
CITY JAIL,PICAYUNE CITY JAIL,39466
CITY JAIL,GREENVILLE CITY JAIL,38701
CITY JAIL,HOLLANDALE CITY JAIL,38748
COUNTY JAIL,GRENADA COUNTY JAIL,38901
COUNTY JAIL,ADAIR COUNTY JAIL,63501
COUNTY JAIL,ANDREW COUNTY JAIL,64485
COUNTY JAIL,ATCHISON COUNTY JAIL,64482
COUNTY JAIL,AUDRAIN COUNTY JAIL,65265
COUNTY JAIL,BARRY COUNTY JAIL,65625
COUNTY JAIL,BARTON COUNTY JAIL,64759
COUNTY JAIL,BATES COUNTY SHERIFF & JAIL,64730
COUNTY JAIL,BENTON COUNTY JAIL,65355
COUNTY JAIL,BOLLINGER COUNTY JAIL,63764
COUNTY JAIL,BOONE COUNTY JAIL,65202
LAW ENFORCEMENT CENTER,BUCHANAN COUNTY LAW ENFORCEMENT CENTER,64501
COUNTY JAIL,BUTLER COUNTY JAIL,63901
COUNTY JAIL,CALDWELL COUNTY JAIL,64650
COUNTY JAIL,CALLAWAY COUNTY JAIL,65251
COUNTY JAIL,CAMDEN COUNTY JAIL,65020
COUNTY JAIL,CAPE GIRADEAU COUNTY JAIL,63755
COUNTY JAIL,CARROLL COUNTY JAIL,64633
COUNTY JAIL,CASS COUNTY JAIL,64701
COUNTY JAIL,CEDAR COUNTY JAIL,65785
COUNTY JAIL,CHARITON COUNTY JAIL,65261
COUNTY JAIL,CHRISTIAN COUNTY JAIL,65721
COUNTY JAIL,CLARK COUNTY JAIL,63445
DETENTION CENTER,CLAY COUNTY DETENTION CENTER,64068
COUNTY JAIL,CLINTON COUNTY JAIL,64477
COUNTY JAIL,COLE COUNTY JAIL,65102
COUNTY JAIL,CRAWFORD COUNTY JAIL,65565
COUNTY JAIL,DADE COUNTY JAIL,65661
COUNTY JAIL,DALLAS COUNTY JAIL,65622
REGIONAL JAIL,DAVIESS DEKALB REGIONAL JAIL,64670
COUNTY JAIL,DENT COUNTY JAIL,65560
COUNTY JAIL,DOUGLAS COUNTY JAIL,65608
COUNTY JAIL,DUNKLIN COUNTY JAIL,63857
COUNTY JAIL,FRANKLIN COUNTY JAIL,63084
COUNTY JAIL,GREENE COUNTY JAIL,65802
COUNTY JAIL,GRUNDY COUNTY JAIL,64683
COUNTY JAIL,HARRISON COUNTY JAIL,64424
COUNTY JAIL,HENRY COUNTY JAIL,64735
COUNTY JAIL,HICKORY COUNTY JAIL,65668
COUNTY JAIL,HOLT COUNTY JAIL,64473
COUNTY JAIL,HOWARD COUNTY JAIL,65248
DETENTION CENTER,HOWELL COUNTY DETENTION CENTER,65775
COUNTY JAIL,IRON COUNTY JAIL,63650
DETENTION CENTER,JACKSON COUNTY DETENTION CENTER,64106
COUNTY JAIL,JASPER COUNTY JAIL,64836
COUNTY JAIL,JEFFERSON COUNTY JAIL,63050
COUNTY JAIL,JOHNSON COUNTY JAIL,64093
COUNTY JAIL,LACLEDE COUNTY JAIL,65536
COUNTY JAIL,LAFAYETTE COUNTY JAIL,64067
COUNTY JAIL,LAWRENCE COUNTY JAIL,65712
COUNTY JAIL,LEWIS COUNTY JAIL,63457
COUNTY JAIL,LINCOLN COUNTY JAIL,63379
COUNTY JAIL,LIVINGSTON COUNTY JAIL,64601
COUNTY JAIL,MCDONALD COUNTY JAIL,64856
COUNTY JAIL,MACON COUNTY JAIL,63552
COUNTY JAIL,MADISON COUNTY JAIL,63645
COUNTY JAIL,MARIES COUNTY JAIL,65582
COUNTY JAIL,MARION COUNTY JAIL,63461
COUNTY JAIL,MERCER COUNTY JAIL,64673
COUNTY JAIL,MILLER COUNTY JAIL,65082
COUNTY JAIL,MISSISSIPPI COUNTY JAIL,63834
COUNTY JAIL,MONITEAU COUNTY JAIL,65018
COUNTY JAIL,MONROE COUNTY JAIL,65275
COUNTY JAIL,MONTGOMERY COUNTY JAIL,63361
COUNTY JAIL,MORGAN COUNTY JAIL,65084
COUNTY JAIL,NEW MADRID COUNTY JAIL,63869
COUNTY JAIL,NEWTON COUNTY JAIL,64850
COUNTY JAIL,NODAWAY COUNTY JAIL,64468
COUNTY JAIL,OREGON COUNTY JAIL,65606
COUNTY JAIL,OSAGE COUNTY JAIL,65051
COUNTY JAIL,OZARK COUNTY JAIL,65655
COUNTY JAIL,PEMISCOT COUNTY JAIL,63830
COUNTY JAIL,PERRY COUNTY JAIL,63775
COUNTY JAIL,PETTIS COUNTY JAIL,65301
COUNTY JAIL,PHELPS COUNTY JAIL,65401
COUNTY JAIL,PIKE COUNTY JAIL,63334
COUNTY JAIL,PLATTE COUNTY JAIL,64079
COUNTY JAIL,POLK COUNTY JAIL,65613
COUNTY JAIL,PULASKI COUNTY JAIL,65583
COUNTY JAIL,PUTNAM COUNTY JAIL,63565
COUNTY JAIL,RANDOLPH COUNTY JAIL,65270
COUNTY JAIL,RAY COUNTY JAIL,64036
COUNTY JAIL,REYNOLDS COUNTY JAIL,63633
COUNTY JAIL,ST. CHARLES COUNTY JAIL,63301
COUNTY JAIL,ST. CLAIR COUNTY JAIL,64776
COUNTY JAIL,ST. FRANCOIS COUNTY JAIL,63640
COUNTY JAIL,ST. LOUIS COUNTY - DEPT OF JUSTICE SERVICES,63105
COUNTY JAIL,STE. GENEVIEVE COUNTY JAIL,63670
COUNTY JAIL,SALINE COUNTY JAIL,65340
COUNTY JAIL,SCHUYLER COUNTY JAIL,63548
COUNTY JAIL,SCOTLAND COUNTY JAIL,63555
COUNTY JAIL,SCOTT COUNTY JAIL,63736
COUNTY JAIL,SHANNON COUNTY JAIL,65466
COUNTY JAIL,SHELBY COUNTY JAIL,63469
COUNTY JAIL,STODDARD COUNTY JAIL,63825
LAW ENFORCEMENT CENTER,STONE COUNTY LAW ENFORCEMENT CENTER,65656
COUNTY JAIL,SULLIVAN COUNTY JAIL,63556
COUNTY JAIL,TANEY COUNTY JAIL,65653
COUNTY JAIL,TEXAS COUNTY JAIL,65483
COUNTY JAIL,VERNON COUNTY JAIL,64772
COUNTY JAIL,WARREN COUNTY JAIL,63383
COUNTY JAIL,WASHINGTON COUNTY JAIL,63664
COUNTY JAIL,WAYNE COUNTY JAIL,63944
COUNTY JAIL,WEBSTER COUNTY JAIL,65706
COUNTY JAIL,WRIGHT COUNTY JAIL,65667
CITY JAIL,CAPE GIRARDEAU CITY JAIL,63703
CITY JAIL,BELTON CITY JAIL,64012
CITY JAIL,TRENTON CITY JAIL,64643
CITY JAIL,GRANDVIEW CITY JAIL,64030
CORRECTIONAL FACILITY,KANSAS CITY CORRECTIONAL INSTITUTION,64129
CITY JAIL,CARTHAGE CITY JAIL,64836
CITY JAIL,ARNOLD MUNICIPAL CITY JAIL,63010
CITY JAIL,AURORA CITY JAIL,65605
CITY JAIL,DONIPHAN CITY JAIL,63935
CITY JAIL,FERGUSON CITY JAIL,63135
CITY JAIL,JENNINGS CITY JAIL,63136
CITY JAIL,ST LOUIS CITY,63103
CITY JAIL,SCOTT CITY JAIL,63780
DETENTION CENTER,BRIDEWELL DETENTION CENTER,64424
CITY JAIL,JOPLIN CITY JAIL,64802
CORRECTIONAL FACILITY,INTEGRITY CORRECTIONAL CENTER,64019
COUNTY JAIL,BEAVERHEAD COUNTY JAIL,59725
COUNTY JAIL,BIG HORN COUNTY JAIL,59034
COUNTY JAIL,BLAINE COUNTY JAIL,59523
COUNTY JAIL,BROADWATER COUNTY JAIL,59644
REGIONAL JAIL,CASCADE COUNTY REGIONAL JAIL,59404
COUNTY JAIL,CHOUTEAU COUNTY JAIL,59442
LAW ENFORCEMENT CENTER,LAW ENFORCEMENT CENTER,59301
COUNTY JAIL,DAWSON COUNTY JAIL,59330
COUNTY JAIL,FALLON COUNTY JAIL,59313
COUNTY JAIL,FERGUS COUNTY JAIL,59457
DETENTION CENTER,FLATHEAD COUNTY DETENTION CENTER,59901
DETENTION CENTER,GALLATIN COUNTY DETENTION CENTER,59715
COUNTY JAIL,GLACIER COUNTY JAIL,59427
COUNTY JAIL,GRANITE COUNTY JAIL,59858
COUNTY JAIL,HILL COUNTY JAIL,59501
COUNTY JAIL,JEFFERSON COUNTY JAIL,59632
COUNTY JAIL,LAKE COUNTY JAIL,59860
COUNTY JAIL,LEWIS AND CLARK COUNTY JAIL,59601
COUNTY JAIL,LIBERTY COUNTY JAIL,59522
COUNTY JAIL,LINCOLN COUNTY JAIL,59923
COUNTY JAIL,MINERAL COUNTY JAIL,59872
COUNTY JAIL,MISSOULA COUNTY JAIL,59808
COUNTY JAIL,MUSSELSHELL COUNTY JAIL,59072
COUNTY JAIL,PARK COUNTY JAIL,59047
COUNTY JAIL,PHILLIPS COUNTY JAIL,59538
COUNTY JAIL,PONDERA COUNTY JAIL,59425
COUNTY JAIL,POWDER RIVER COUNTY JAIL,59317
COUNTY JAIL,POWELL COUNTY JAIL,59722
COUNTY JAIL,RAVALLI COUNTY JAIL,59840
COUNTY JAIL,RICHLAND COUNTY JAIL,59270
COUNTY JAIL,ROOSEVELT COUNTY JAIL,59201
COUNTY JAIL,ROSEBUD COUNTY JAIL,59327
COUNTY JAIL,SANDERS COUNTY JAIL,59873
COUNTY JAIL,SHERIDAN COUNTY JAIL,59254
COUNTY JAIL,TOOLE COUNTY JAIL,59474
COUNTY JAIL,VALLEY COUNTY JAIL,59230
COUNTY JAIL,WHEATLAND COUNTY JAIL,59036
DETENTION CENTER,YELLOWSTONE COUNTY DETENTION FACILITY,59101
DETENTION CENTER,ANACONDA-DEER LODGE CO JAIL,59711
DETENTION CENTER,BUTTE-SILVER BOW CO. DET CENTER,59701
COUNTY JAIL,ADAMS COUNTY JAIL,68902
COUNTY JAIL,ANTELOPE COUNTY JAIL,68756
COUNTY JAIL,BOONE COUNTY JAIL,68620
COUNTY JAIL,BOX BUTTE COUNTY JAIL,69301
COUNTY JAIL,BROWN COUNTY JAIL,69210
COUNTY JAIL,BUFFALO COUNTY JAIL,68848
COUNTY JAIL,BUTLER COUNTY JAIL,68632
COUNTY JAIL,CEDAR COUNTY JAIL,68739
COUNTY JAIL,CHASE COUNTY JAIL,69033
COUNTY JAIL,CHERRY COUNTY JAIL,69201
COUNTY JAIL,CHEYENNE COUNTY JAIL,69162
COUNTY JAIL,CLAY COUNTY JAIL,68933
COUNTY JAIL,CUSTER COUNTY JAIL,68822
COUNTY JAIL,DAKOTA COUNTY JAIL,68731
COUNTY JAIL,DAWES COUNTY JAIL,69337
COUNTY JAIL,DAWSON COUNTY JAIL,68850
COUNTY JAIL,DIXON COUNTY JAIL,68770
CORRECTIONAL FACILITY,DODGE COUNTY CORRECTIONS DEPARTMENT,68025
CORRECTIONAL FACILITY,DOUGLAS DEPT OF CORRECTIONS,68102
COUNTY JAIL,DUNDY COUNTY JAIL,69021
COUNTY JAIL,FILLMORE COUNTY JAIL,68361
COUNTY JAIL,FRANKLIN COUNTY JAIL,68939
COUNTY JAIL,FRONTIER COUNTY JAIL,69025
COUNTY JAIL,FURNAS COUNTY JAIL,68926
COUNTY JAIL,GAGE COUNTY JAIL,68310
COUNTY JAIL,GARDEN COUNTY JAIL,69154
CORRECTIONAL FACILITY,HALL COUNTY CORRECTIONS,68801
COUNTY JAIL,HAMILTON COUNTY JAIL,68818
COUNTY JAIL,HARLAN COUNTY JAIL,68920
COUNTY JAIL,HITCHCOCK COUNTY JAIL,69044
COUNTY JAIL,HOLT COUNTY JAIL,68763
COUNTY JAIL,JEFFERSON COUNTY JAIL,68352
COUNTY JAIL,JOHNSON COUNTY JAIL,68450
COUNTY JAIL,KEARNEY COUNTY JAIL,68959
COUNTY JAIL,KEITH COUNTY JAIL,69153
COUNTY JAIL,KIMBALL COUNTY JAIL,69145
COUNTY JAIL,KNOX COUNTY JAIL,68724
COUNTY JAIL,LANCASTER COUNTY,68508
COUNTY JAIL,LINCOLN COUNTY JAIL,69101
COUNTY JAIL,MADISON COUNTY JAIL,68748
COUNTY JAIL,MERRICK COUNTY JAIL,68826
COUNTY JAIL,MORRILL COUNTY JAIL,69336
COUNTY JAIL,NEMAHA COUNTY JAIL,68305
COUNTY JAIL,OTOE COUNTY JAIL,68410
COUNTY JAIL,PHELPS COUNTY JAIL,68949
COUNTY JAIL,PIERCE COUNTY JAIL,68767
COUNTY JAIL,PLATTE COUNTY JAIL,68601
COUNTY JAIL,POLK COUNTY JAIL,68651
COUNTY JAIL,RICHARDSON COUNTY JAIL,68355
COUNTY JAIL,ROCK COUNTY JAIL,68714
COUNTY JAIL,SALINE COUNTY JAIL,68465
COUNTY JAIL,SARPY COUNTY JAIL,68046
COUNTY JAIL,SAUNDERS COUNTY JAIL,68066
COUNTY JAIL,SCOTTS BLUFF COUNTY JAIL,69341
COUNTY JAIL,SEWARD COUNTY JAIL,68434
COUNTY JAIL,SHERIDAN COUNTY JAIL,69360
COUNTY JAIL,THAYER COUNTY JAIL,68370
COUNTY JAIL,THURSTON COUNTY JAIL,68047
COUNTY JAIL,VALLEY COUNTY JAIL,68862
COUNTY JAIL,WASHINGTON COUNTY JAIL,68008
COUNTY JAIL,WEBSTER COUNTY JAIL,68970
COUNTY JAIL,YORK COUNTY JAIL,68467
COUNTY JAIL,CHURCHILL COUNTY JAIL,89406
DETENTION CENTER,CLARK COUNTY DETENTION CENTER,89101
COUNTY JAIL,DOUGLAS COUNTY JAIL,89423
COUNTY JAIL,ELKO COUNTY JAIL,89801
COUNTY JAIL,ESMERALDA COUNTY JAIL,89013
COUNTY JAIL,EUREKA COUNTY JAIL,89316
COUNTY JAIL,HUMBOLDT COUNTY JAIL,89445
COUNTY JAIL,LANDER COUNTY JAIL,89820
DETENTION CENTER,LINCOLN COUNTY DETENTION CENTER,89043
COUNTY JAIL,LYON COUNTY JAIL,89447
DETENTION CENTER,MINERAL COUNTY DETENTION FACILITY,89415
COUNTY JAIL,NYE COUNTY,89049
COUNTY JAIL,PERSHING COUNTY JAIL,89419
COUNTY JAIL,STOREY COUNTY JAIL,89440
DETENTION CENTER,WASHOE COUNTY DETENTION CENTER,89512
COUNTY JAIL,WHITE PINE COUNTY JAIL,89301
DETENTION CENTER,HENDERSON DETENTION CENTER,89015
DETENTION CENTER,LAS VEGAS CITY DETENTION CENTER,89101
DETENTION CENTER,NORTH LAS VEGAS DETENTION CORRECTION CTR,89030
CITY JAIL,CARSON CITY JAIL,89701
CORRECTIONAL FACILITY,BELKNAP COUNTY DEPARTMENT OF CORRECTIONS,3246
CORRECTIONAL FACILITY,CARROLL COUNTY HOUSE OF CORRECTIONS & JAIL,3864
CORRECTIONAL FACILITY,CHESHIRE COUNTY HOUSE OF CORRECTIONS & JAIL,3467
COUNTY JAIL,COOS COUNTY JAIL,3597
CORRECTIONAL FACILITY,GRAFTON COUNTY CORRECTION FACILITY,3774
CORRECTIONAL FACILITY,HILLSBOROUGH COUNTY HOUSE OF CORRECTION,3103
CORRECTIONAL FACILITY,MERRIMACK COUNTY HOUSE OF CORRECTIONS & JAIL,3303
COUNTY JAIL,ROCKINGHAM COUNTY JAIL,3833
COUNTY JAIL,STRAFFORD COUNTY JAIL,3820
CORRECTIONAL FACILITY,SULLIVAN COUNTY HOUSE OF CORRECTION,3743
COUNTY JAIL,ATLANTIC COUNTY JAIL,8330
COUNTY JAIL,BERGEN COUNTY JAIL,7601
COUNTY JAIL,BURLINGTON COUNTY,8060
CORRECTIONAL FACILITY,CAMDEN COUNTY CORRECTIONAL FACILITY,8103
COUNTY JAIL,CAPE MAY COUNTY JAIL,8210
COUNTY JAIL,CUMBERLAND COUNTY JAIL,8302
CORRECTIONAL FACILITY,ESSEX COUNTY CORRECTIONAL FACILITY,7105
COUNTY JAIL,GLOUCESTER COUNTY,8096
CORRECTIONAL FACILITY,HUDSON COUNTY CORRECTIONAL FACILITY,7302
COUNTY JAIL,HUNTERDON COUNTY JAIL,8822
CORRECTIONAL FACILITY,MERCER COUNTY CORRECTIONAL CENTER,8650
CORRECTIONAL FACILITY,MIDDLESEX COUNTY ADULT CORRECTIONAL CENTER,8903
CORRECTIONAL FACILITY,MONMOUTH COUNTY CORRECTIONAL INSTITUTION,7728
CORRECTIONAL FACILITY,MORRIS COUNTY CORRECTIONAL FACILITY,7960
COUNTY JAIL,OCEAN COUNTY JUSTICE COMPLEX,8754
COUNTY JAIL,PASSAIC COUNTY JAIL,7501
COUNTY JAIL,SALEM COUNTY JAIL,8098
COUNTY JAIL,SOMERSET COUNTY JAIL,8876
CORRECTIONAL FACILITY,SUSSEX COUNTY KEOGH DWYER CORRECTIONAL FACILITY,7860
COUNTY JAIL,UNION COUNTY JAIL,7202
CORRECTIONAL FACILITY,WARREN COUNTY CORRECTIONAL CENTER,7823
DETENTION CENTER,BERNALILLO CO/CITY DETENTION CENTER,87151
COUNTY JAIL,CATRON COUNTY JAIL,87830
DETENTION CENTER,CHAVES COUNTY DETENTION CENTER,88202
COUNTY JAIL,COLFAX COUNTY JAIL,87740
COUNTY JAIL,CURRY COUNTY JAIL,88101
COUNTY JAIL,DE BACA COUNTY JAIL,88119
DETENTION CENTER,DONA ANA COUNTY DETENTION CENTER,88004
COUNTY JAIL,EDDY COUNTY JAIL,88220
DETENTION CENTER,GRANT COUNTY DETENTION CENTER,88061
COUNTY JAIL,GUADALUPE COUNTY JAIL,88435
COUNTY JAIL,HIDALGO COUNTY JAIL,88045
COUNTY JAIL,LEA COUNTY JAIL,88260
COUNTY JAIL,LOS ALAMOS COUNTY JAIL,87544
COUNTY JAIL,LUNA COUNTY JAIL,88030
DETENTION CENTER,GALLUP-MCKINLEY ADULT DETENTION CENTER,87301
COUNTY JAIL,OTERO COUNTY JAIL,88310
DETENTION CENTER,QUAY COUNTY DETENTION CENTER,88401
DETENTION CENTER,RIO ARRIBA COUNTY DETENTION CENTER,87575
COUNTY JAIL,ROOSEVELT COUNTY JAIL,88130
COUNTY JAIL,SANDOVAL COUNTY JAIL,87004
DETENTION CENTER,SAN JUAN COUNTY DETENTION CENTER,87410
DETENTION CENTER,SAN MIGUEL DETENTION CENTER,87701
DETENTION CENTER,SANTA FE CO DETENTION CENTER,87505
COUNTY JAIL,SIERRA COUNTY JAIL,87901
COUNTY JAIL,SOCORRO COUNTY JAIL,87801
CITY JAIL,ARTESIA CITY JAIL,88211
CITY JAIL,HOBBS CITY JAIL,88240
CITY JAIL,JAL CITY JAIL,88252
COUNTY JAIL,CLAYTON CITY/UNION COUNTY JAIL,88415
DETENTION CENTER,LINCOLN COUNTY DETENTION CENTER,88301
DETENTION CENTER,TORRANCE COUNTY DETENTION FACILITY,87016
DETENTION CENTER,VALENCIA COUNTY ADULT DET CENTER,87031
CORRECTIONAL FACILITY,ALBANY COUNTY CORRECTIONAL FACILITY,12211
COUNTY JAIL,ALLEGANY COUNTY JAIL,14813
COUNTY JAIL,BROOME COUNTY JAIL,13902
COUNTY JAIL,CATTARAUGUS COUNTY JAIL,14755
COUNTY JAIL,CAYUGA COUNTY JAIL,13201
COUNTY JAIL,CHAUTAUQUA COUNTY JAIL,14757
COUNTY JAIL,CHEMUNG COUNTY JAIL,14901
COUNTY JAIL,CHENANGO COUNTY JAIL,13815
COUNTY JAIL,CLINTON COUNTY JAIL,12901
COUNTY JAIL,COLUMBIA COUNTY JAIL,12534
COUNTY JAIL,CORTLAND COUNTY JAIL,13045
COUNTY JAIL,DELAWARE COUNTY JAIL,13753
COUNTY JAIL,DUTCHESS COUNTY JAIL,12601
CORRECTIONAL FACILITY,ERIE COUNY CORRECTIONAL FACILITY,14004
DETENTION CENTER,ERIE COUNTY HOLDING CENTER,14202
COUNTY JAIL,ESSEX COUNTY JAIL,12932
COUNTY JAIL,FRANKLIN COUNTY JAIL,12953
COUNTY JAIL,FULTON COUNTY JAIL,12095
COUNTY JAIL,GENESEE COUNTY JAIL,14021
COUNTY JAIL,GREENE COUNTY JAIL,12414
COUNTY JAIL,HAMILTON COUNTY JAIL,12108
CORRECTIONAL FACILITY,HERKIMER COUNTY CORRECTIONAL FACILITY,13350
COUNTY JAIL,JEFFERSON COUNTY JAIL,13601
COUNTY JAIL,LEWIS COUNTY JAIL,13367
COUNTY JAIL,LIVINGSTON COUNTY JAIL,14454
COUNTY JAIL,MADISON COUNTY JAIL,13163
COUNTY JAIL,MONROE COUNTY JAIL,14614
COUNTY JAIL,MONTGOMERY COUNTY JAIL,12072
COUNTY JAIL,NASSAU COUNTY CORRECTIONAL CENTER,11554
COUNTY JAIL,NIAGARA COUNTY JAIL,14094
CORRECTIONAL FACILITY,ONEIDA COUNTY CORRECTIONAL FACILITY,13424
CORRECTIONAL FACILITY,ONONDAGA COUNTY DEPARTMENT OF CORRECTIONS,13078
COUNTY JAIL,ONONDAGA COUNTY JAIL,13202
COUNTY JAIL,ONTARIO COUNTY JAIL,14424
CORRECTIONAL FACILITY,ORANGE COUNTY CORRECTIONAL FACILITY,10924
COUNTY JAIL,ORLEANS COUNTY JAIL,14411
CORRECTIONAL FACILITY,OSWEGO COUNTY CORRECTIONAL FACILITY,13126
COUNTY JAIL,OTSEGO COUNTY JAIL,13326
CORRECTIONAL FACILITY,PUTNAM COUNTY CORRECTIONAL FACILITY,10512
COUNTY JAIL,RENSSELAER COUNTY JAIL,12180
CORRECTIONAL FACILITY,ROCKLAND COUNTY CORRECTIONAL CENTER,10956
COUNTY JAIL,ST. LAWRENCE COUNTY JAIL,13617
CORRECTIONAL FACILITY,SARATOGA COUNTY CORRECTIONAL FACILITY,12020
COUNTY JAIL,SCHENECTADY COUNTY JAIL,12307
COUNTY JAIL,SCHOHARIE COUNTY JAIL,12157
COUNTY JAIL,SCHUYLER COUNTY JAIL,14891
COUNTY JAIL,SENECA COUNTY JAIL,13165
COUNTY JAIL,STEUBEN COUNTY JAIL,14810
COUNTY JAIL,SUFFOLK COUNTY,11901
COUNTY JAIL,SULLIVAN COUNTY JAIL,12701
COUNTY JAIL,TIOGA COUNTY JAIL,13827
COUNTY JAIL,TOMPKINS COUNTY JAIL,14850
COUNTY JAIL,ULSTER COUNTY JAIL,12401
COUNTY JAIL,WARREN COUNTY JAIL,12845
CORRECTIONAL FACILITY,WASHINGTON COUNTY CORRECTIONAL FACILITY,12828
COUNTY JAIL,WAYNE COUNTY JAIL,14489
COUNTY JAIL,WESTCHESTER COUNTY,10595
COUNTY JAIL,WYOMING COUNTY JAIL,14569
COUNTY JAIL,YATES COUNTY JAIL,14527
CITY JAIL,NEW YORK CITY,11370
CORRECTIONAL FACILITY,METRO CORRECTIONAL CENTER,10007
DETENTION CENTER,METROPOLITAN DETENTION CENTER,11232
COUNTY JAIL,ALAMANCE COUNTY JAIL,27253
COUNTY JAIL,ALEXANDER COUNTY JAIL,28681
COUNTY JAIL,ALLEGHANY COUNTY JAIL,28675
COUNTY JAIL,ANSON COUNTY JAIL,28170
